/net010 X,/net010 Y
0,1.808267165174224e-07
6.214471518158241e-14,0.005653151235128122
1.225284243813082e-13,0.01188968256236202
2.432958427807599e-13,0.02376237311511677
3.533673268717052e-13,0.0330771389392953
5.221831704037586e-13,0.04599031366484497
6.977351977637841e-13,0.05719353416423499
8.294835727378339e-13,0.0616514021921758
1e-12,0.06070682867438265
1.038481201945083e-12,0.05754225886874637
1.097722453496307e-12,0.05181226882942355
1.15242252287909e-12,0.04612510556857266
1.261822661644656e-12,0.03606629045001506
1.360599546144449e-12,0.0279149577291577
1.513251425262353e-12,0.01678475139464471
1.72364064656794e-12,0.003806483889501919
2.144419089179115e-12,-0.01697263941853965
2.76542513329028e-12,-0.03742387060832998
3.723740144690968e-12,-0.0558274008462377
4.698705220668354e-12,-0.06877382805801675
5.848717547143904e-12,-0.08346367012713202
7.398623582502697e-12,-0.0967684834079526
9.045434108229529e-12,-0.07695124819863314
1.050389433812943e-11,0.008129531267464197
1.171443319484847e-11,0.1442099476880511
1.311978236576861e-11,0.3483782119628563
1.431900124363094e-11,0.5412702619234228
1.55615895948275e-11,0.7408205078228896
1.68170557434294e-11,0.9208746371984456
1.803686330937883e-11,1.042768595680755
1.909352995323475e-11,1.098014373354627
2.013193135692138e-11,1.128847145757318
2.116413542635384e-11,1.149255644846726
2.232585099539051e-11,1.164846629625174
2.405983321017026e-11,1.179670258677386
2.610648497753474e-11,1.189279420142551
2.894879618789764e-11,1.195764883283733
3.22794576620887e-11,1.198588592831266
3.692794291232805e-11,1.199799083041889
4.276445320184434e-11,1.199987465702138
5.000000000000001e-11,1.20001446505931
5.018533074498778e-11,1.187370693438731
5.040097198915997e-11,1.173768844110897
5.070048599457999e-11,1.160537446263095
5.085024299729e-11,1.157547202554209
5.100000000000001e-11,1.158204027380192
5.102816927826607e-11,1.160161823390701
5.108358908121702e-11,1.164808105171464
5.113307865579665e-11,1.169116777765646
5.123205780495592e-11,1.176006838308277
5.13247002523885e-11,1.181509071678645
5.146032984314339e-11,1.18867964791691
5.163572963186199e-11,1.19702610409221
5.194812164783313e-11,1.211116146924291
5.250049630530111e-11,1.236475242852028
5.329179935140291e-11,1.261376711960962
5.406644680631218e-11,1.280766899960206
5.504693310133915e-11,1.302749994543343
5.635109823285823e-11,1.327398601742427
5.810548963925033e-11,1.324361557610239
5.94822435665366e-11,1.260246677401018
6.07387065333167e-11,1.131880063688653
6.203184793776239e-11,0.9489841956255505
6.335174439204684e-11,0.7330137866967714
6.456888689642207e-11,0.5265406200350258
6.584197071806174e-11,0.3250683981453619
