dB20(VF("/net021")) X,dB20(VF("/net021")) Y
1,50.92388476222816
1.023292992280754,50.92388475784016
1.047128548050899,50.92388475324886
1.071519305237606,50.92388474844498
1.096478196143185,50.92388474341889
1.122018454301963,50.9238847381605
1.148153621496882,50.9238847326593
1.174897554939529,50.92388472690433
1.202264434617413,50.92388472088415
1.230268770812381,50.92388471458683
1.258925411794167,50.92388470799992
1.288249551693134,50.92388470111049
1.318256738556407,50.92388469390499
1.348962882591653,50.92388468636936
1.380384264602885,50.92388467848893
1.412537544622754,50.92388467024843
1.445439770745927,50.92388466163196
1.479108388168207,50.92388465262296
1.513561248436208,50.9238846432042
1.548816618912481,50.92388463335778
1.584893192461113,50.92388462306506
1.621810097358929,50.92388461230667
1.65958690743756,50.92388460106246
1.698243652461743,50.92388458931155
1.737800828749374,50.9238845770322
1.778279410038922,50.9238845642019
1.819700858609982,50.92388455079723
1.862087136662866,50.92388453679396
1.905460717963246,50.92388452216694
1.949844599758044,50.92388450689011
1.995262314968878,50.92388449093652
2.041737944669527,50.92388447427825
2.089296130854037,50.92388445688643
2.13796208950223,50.9238844387312
2.18776162394955,50.92388441978174
2.238721138568337,50.92388440000622
2.29086765276777,50.92388437937182
2.344228815319919,50.92388435784468
2.398832919019488,50.92388433538996
2.454708915685027,50.92388431197179
2.511886431509577,50.92388428755329
2.57039578276886,50.92388426209659
2.630267991895378,50.92388423556281
2.691534803926912,50.92388420791212
2.754228703338163,50.92388417910374
2.81838293126445,50.92388414909595
2.884031503126602,50.92388411784616
2.951209226666381,50.92388408531092
3.019951720402012,50.92388405144598
3.090295432513586,50.92388401620636
3.162277660168374,50.92388397954639
3.235936569296277,50.92388394141977
3.311311214825905,50.9238839017797
3.38844156139202,50.92388386057892
3.46736850452531,50.92388381776988
3.548133892335748,50.92388377330472
3.630780547701007,50.92388372713557
3.715352290971718,50.92388367921452
3.801893963205605,50.92388362949387
3.890451449942799,50.92388357792625
3.981071705534965,50.92388352446479
4.073802778041119,50.92388346906332
4.168693834703346,50.92388341167654
4.265795188015918,50.92388335226025
4.365158322401651,50.92388329077155
4.466835921509622,50.92388322716911
4.570881896148741,50.92388316141334
4.677351412871972,50.92388309346674
4.786300923226373,50.9238830232941
4.897788193684452,50.92388295086278
5.011872336272712,50.923882876143
5.128613839913638,50.92388279910816
5.248074602497715,50.92388271973507
5.370317963702516,50.92388263800429
5.495408738576233,50.92388255390046
5.623413251903478,50.92388246741248
5.754399373371556,50.92388237853395
5.888436553555876,50.92388228726334
6.025595860743564,50.92388219360434
6.165950018614807,50.92388209756611
6.309573444801917,50.92388199916348
6.456542290346539,50.92388189841732
6.606934480075944,50.92388179535455
6.760829753919801,50.92388169000853
6.918309709189348,50.92388158241906
7.079457843841362,50.92388147263266
7.244359600749883,50.92388136070252
7.413102413009157,50.92388124668864
7.585775750291819,50.92388113065787
7.762471166286898,50.92388101268382
7.943282347242794,50.92388089284683
8.128305161640972,50.92388077123388
8.317637711026689,50.9238806479384
8.511380382023743,50.92388052306008
8.709635899560784,50.92388039670459
8.912509381337431,50.92388026898337
9.120108393559072,50.92388014001319
9.332543007969884,50.92388000991579
9.549925860214332,50.92387987881752
9.772372209558078,50.92387974684877
9.99999999999997,50.92387961414356
10.23292992280751,50.92387948083896
10.47128548050896,50.92387934707453
10.71519305237603,50.92387921299177
10.96478196143182,50.92387907873352
11.2201845430196,50.92387894444328
11.48153621496879,50.92387881026472
11.74897554939526,50.92387867634097
12.02264434617409,50.92387854281402
12.30268770812378,50.92387840982415
12.58925411794163,50.92387827750933
12.8824955169313,50.92387814600468
13.18256738556403,50.92387801544188
13.48962882591649,50.92387788594871
13.8038426460288,50.92387775764855
14.12537544622749,50.92387763065999
14.45439770745922,50.92387750509635
14.79108388168202,50.92387738106543
15.13561248436203,50.92387725866912
15.48816618912476,50.92387713800316
15.84893192461108,50.92387701915697
16.21810097358924,50.92387690221342
16.59586907437554,50.92387678724872
16.98243652461738,50.92387667433237
17.37800828749369,50.92387656352709
17.78279410038916,50.92387645488885
18.19700858609976,50.92387634846691
18.6208713666286,50.92387624430389
19.0546071796324,50.92387614243587
19.49844599758038,50.92387604289263
19.95262314968872,50.92387594569769
20.41737944669521,50.9238758508686
20.89296130854031,50.92387575841715
21.37962089502224,50.92387566834962
21.87761623949544,50.92387558066698
22.38721138568331,50.92387549536523
22.90867652767764,50.92387541243565
23.44228815319913,50.92387533186508
23.98832919019481,50.92387525363623
24.5470891568502,50.92387517772793
25.1188643150957,50.92387510411552
