dB20(VF("/net021")) X,dB20(VF("/net021")) Y
1,51.77278902711033
1.023292992280754,51.77278902585932
1.047128548050899,51.77278902455042
1.071519305237606,51.77278902318098
1.096478196143185,51.77278902174828
1.122018454301963,51.77278902024943
1.148153621496882,51.77278901868147
1.174897554939529,51.77278901704127
1.202264434617413,51.77278901532559
1.230268770812381,51.77278901353104
1.258925411794167,51.77278901165409
1.288249551693134,51.77278900969107
1.318256738556407,51.77278900763815
1.348962882591653,51.77278900549133
1.380384264602885,51.77278900324647
1.412537544622754,51.77278900089922
1.445439770745927,51.77278899844509
1.479108388168207,51.7727889958794
1.513561248436208,51.77278899319727
1.548816618912481,51.77278899039363
1.584893192461113,51.77278898746319
1.621810097358929,51.77278898440052
1.65958690743756,51.77278898119992
1.698243652461743,51.77278897785546
1.737800828749374,51.77278897436102
1.778279410038922,51.77278897071026
1.819700858609982,51.77278896689657
1.862087136662866,51.77278896291313
1.905460717963246,51.77278895875284
1.949844599758044,51.77278895440838
1.995262314968878,51.77278894987216
2.041737944669527,51.77278894513634
2.089296130854037,51.77278894019281
2.13796208950223,51.77278893503319
2.18776162394955,51.77278892964883
2.238721138568337,51.77278892403081
2.29086765276777,51.77278891816996
2.344228815319919,51.77278891205677
2.398832919019488,51.77278890568153
2.454708915685027,51.77278889903422
2.511886431509577,51.77278889210454
2.57039578276886,51.77278888488195
2.630267991895378,51.77278887735562
2.691534803926912,51.77278886951448
2.754228703338163,51.77278886134719
2.81838293126445,51.7727888528422
2.884031503126602,51.7727888439877
2.951209226666381,51.77278883477168
3.019951720402012,51.77278882518191
3.090295432513586,51.772788815206
3.162277660168374,51.77278880483136
3.235936569296277,51.77278879404528
3.311311214825905,51.77278878283491
3.38844156139202,51.77278877118732
3.46736850452531,51.77278875908951
3.548133892335748,51.77278874652843
3.630780547701007,51.77278873349108
3.715352290971718,51.77278871996445
3.801893963205605,51.77278870593562
3.890451449942799,51.77278869139184
3.981071705534965,51.77278867632049
4.073802778041119,51.7727886607092
4.168693834703346,51.77278864454588
4.265795188015918,51.7727886278188
4.365158322401651,51.77278861051659
4.466835921509622,51.77278859262838
4.570881896148741,51.77278857414383
4.677351412871972,51.77278855505321
4.786300923226373,51.77278853534747
4.897788193684452,51.77278851501828
5.011872336272712,51.77278849405819
5.128613839913638,51.77278847246063
5.248074602497715,51.77278845022001
5.370317963702516,51.77278842733182
5.495408738576233,51.7727884037927
5.623413251903478,51.77278837960051
5.754399373371556,51.7727883547544
5.888436553555876,51.77278832925491
6.025595860743564,51.77278830310405
6.165950018614807,51.77278827630529
6.309573444801917,51.77278824886375
6.456542290346539,51.77278822078615
6.606934480075944,51.77278819208093
6.760829753919801,51.77278816275823
6.918309709189348,51.77278813283003
7.079457843841362,51.77278810231006
7.244359600749883,51.7727880712139
7.413102413009157,51.772788039559
7.585775750291819,51.77278800736459
7.762471166286898,51.77278797465175
7.943282347242794,51.77278794144338
8.128305161640972,51.77278790776412
8.317637711026689,51.77278787364032
8.511380382023743,51.7727878391
8.709635899560784,51.77278780417277
8.912509381337431,51.77278776888971
9.120108393559072,51.77278773328332
9.332543007969884,51.77278769738737
9.549925860214332,51.77278766123682
9.772372209558078,51.77278762486765
9.99999999999997,51.77278758831677
10.23292992280751,51.7727875516218
10.47128548050896,51.77278751482103
10.71519305237603,51.77278747795313
10.96478196143182,51.77278744105708
11.2201845430196,51.77278740417201
11.48153621496879,51.77278736733695
11.74897554939526,51.77278733059076
12.02264434617409,51.77278729397191
12.30268770812378,51.77278725751831
12.58925411794163,51.77278722126722
12.8824955169313,51.77278718525503
13.18256738556403,51.77278714951719
13.48962882591649,51.77278711408799
13.8038426460288,51.7727870790005
14.12537544622749,51.77278704428645
14.45439770745922,51.7727870099761
14.79108388168202,51.77278697609817
15.13561248436203,51.77278694267975
15.48816618912476,51.77278690974626
15.84893192461108,51.77278687732134
16.21810097358924,51.77278684542689
16.59586907437554,51.77278681408294
16.98243652461738,51.77278678330775
17.37800828749369,51.77278675311769
17.78279410038916,51.77278672352733
18.19700858609976,51.77278669454937
18.6208713666286,51.77278666619479
19.0546071796324,51.77278663847277
19.49844599758038,51.77278661139078
19.95262314968872,51.7727865849546
20.41737944669521,51.77278655916844
20.89296130854031,51.77278653403497
21.37962089502224,51.77278650955534
21.87761623949544,51.77278648572928
22.38721138568331,51.77278646255523
22.90867652767764,51.77278644003036
23.44228815319913,51.77278641815064
23.98832919019481,51.77278639691094
24.5470891568502,51.77278637630514
25.1188643150957,51.77278635632614
