/net021 X,/net021 Y
0,0.002013014490592363
0.0012,0.002013031301595226
0.0024,0.002013031640679937
0.0036,0.002013031992690187
0.0048,0.002013032358112204
0.005999999999999999,0.002013032737450736
0.007199999999999999,0.002013033131229474
0.008399999999999999,0.002013033539991859
0.009599999999999999,0.002013033964301851
0.0108,0.002013034404744777
0.012,0.002013034861927819
0.0132,0.002013035336481196
0.0144,0.002013035829058957
0.0156,0.002013036340339605
0.0168,0.002013036871027402
0.018,0.002013037421852995
0.0192,0.002013037993574675
0.0204,0.002013038586979266
0.0216,0.002013039202883267
0.0228,0.002013039842133817
0.024,0.002013040505610105
0.0252,0.002013041194224331
0.0264,0.002013041908923178
0.0276,0.002013042650688815
0.0288,0.002013043420540406
0.03,0.002013044219535541
0.0312,0.002013045048771705
0.0324,0.002013045909387402
0.0336,0.002013046802564309
0.0348,0.002013047729528311
0.036,0.002013048691551491
0.0372,0.002013049689953932
0.0384,0.00201305072610499
0.0396,0.002013051801426024
0.0408,0.002013052917391431
0.042,0.002013054075531163
0.0432,0.002013055277432792
0.0444,0.002013056524743339
0.04559999999999999,0.002013057819171947
0.04679999999999999,0.002013059162491869
0.04799999999999999,0.002013060556542997
0.04919999999999999,0.002013062003234393
0.05039999999999999,0.002013063504546757
0.05159999999999999,0.002013065062535204
0.05279999999999999,0.002013066679331938
0.05399999999999999,0.002013068357149357
0.05519999999999999,0.002013070098282859
0.05639999999999999,0.002013071905113946
0.05759999999999999,0.002013073780113563
0.05879999999999999,0.002013075725845353
0.05999999999999999,0.002013077744969083
0.06119999999999999,0.002013079840244356
0.06239999999999999,0.002013082014534247
0.06359999999999999,0.002013084270809189
0.0648,0.002013086612150976
0.066,0.002013089041756988
0.06720000000000001,0.002013091562944258
0.06840000000000002,0.002013094179154369
0.06960000000000002,0.002013096893957676
0.07080000000000003,0.00201309971105838
0.07200000000000004,0.002013102634299299
0.07320000000000004,0.002013105667667184
0.07440000000000005,0.002013108815298151
0.07560000000000006,0.002013112081482988
0.07680000000000006,0.002013115470673164
0.07800000000000007,0.002013118987486663
0.07920000000000008,0.0020131226367142
0.08040000000000008,0.002013126423325698
0.08160000000000009,0.002013130352476942
0.0828000000000001,0.002013134429516493
0.0840000000000001,0.002013138659992681
0.08520000000000011,0.002013143049661337
0.08640000000000012,0.002013147604493293
0.08760000000000012,0.002013152330682345
0.08880000000000013,0.002013157234653692
0.09000000000000014,0.002013162323072355
0.09120000000000014,0.002013167602852062
0.09240000000000015,0.002013173081164705
0.09360000000000016,0.00201317876544968
0.09480000000000016,0.002013184663423852
0.09600000000000017,0.002013190783091815
0.09720000000000018,0.002013197132756662
0.09840000000000018,0.002013203721030885
0.09960000000000019,0.002013210556848005
0.1008000000000002,0.002013217649474054
0.1020000000000002,0.002013225008520431
0.1032000000000002,0.002013232643956231
0.1044000000000002,0.002013240566121568
0.1056000000000002,0.002013248785741426
0.1068000000000002,0.002013257313939719
0.1080000000000002,0.00201326616225391
0.1092000000000002,0.002013275342650491
0.1104000000000002,0.002013284867540809
0.1116000000000003,0.002013294749797074
0.1128000000000003,0.002013305002769896
0.1140000000000003,0.002013315640305455
0.1152000000000003,0.002013326676763974
0.1164000000000003,0.00201333812703846
0.1176000000000003,0.00201335000657443
0.1188000000000003,0.002013362331390276
0.1200000000000003,0.002013375118098083
0.1212000000000003,0.002013388383925611
0.1224000000000003,0.002013402146738918
0.1236000000000003,0.002013416425065549
0.1248000000000003,0.002013431238119028
0.1260000000000003,0.002013446605823938
0.1272000000000003,0.002013462548841976
0.1284000000000003,0.002013479088598821
0.1296000000000004,0.002013496247291559
0.1308000000000004,0.00201351404752769
0.1320000000000004,0.002013532512972938
0.1332000000000004,0.00201355166832553
0.1344000000000004,0.002013571539192757
0.1356000000000004,0.002013592152123814
0.1368000000000004,0.002013613534644076
0.1380000000000004,0.002013635715290809
0.1392000000000004,0.00201365872364965
