phase(VF("/net021")) X,phase(VF("/net021")) Y
1,-3.48158267695721e-06
1.023292992280754,-3.563164864678091e-06
1.047128548050899,-3.646681664060705e-06
1.071519305237606,-3.73218054185868e-06
1.096478196143185,-3.819710236320717e-06
1.122018454301963,-3.909320797946753e-06
1.148153621496882,-4.001063631902669e-06
1.174897554939529,-4.094991542177341e-06
1.202264434617413,-4.191158777562435e-06
1.230268770812381,-4.289621079542379e-06
1.258925411794167,-4.390435732187277e-06
1.288249551693134,-4.493661614140237e-06
1.318256738556407,-4.599359252802876e-06
1.348962882591653,-4.707590880814682e-06
1.380384264602885,-4.818420494941547e-06
1.412537544622754,-4.931913917476327e-06
1.445439770745927,-5.048138860271555e-06
1.479108388168207,-5.167164991521019e-06
1.513561248436208,-5.289064005411856e-06
1.548816618912481,-5.413909694775096e-06
1.584893192461113,-5.541778026863665e-06
1.621810097358929,-5.67274722238835e-06
1.65958690743756,-5.80689783795122e-06
1.698243652461743,-5.944312852012929e-06
1.737800828749374,-6.085077754530913e-06
1.778279410038922,-6.229280640417014e-06
1.819700858609982,-6.37701230695005e-06
1.862087136662866,-6.528366355291098e-06
1.905460717963246,-6.6834392962399e-06
1.949844599758044,-6.842330660374972e-06
1.995262314968878,-7.005143112714362e-06
2.041737944669527,-7.17198257202921e-06
2.089296130854037,-7.342958334939711e-06
2.13796208950223,-7.518183204912722e-06
2.18776162394955,-7.697773626275193e-06
2.238721138568337,-7.881849823342405e-06
2.29086765276777,-8.070535944751726e-06
2.344228815319919,-8.263960213073694e-06
2.398832919019488,-8.462255079756345e-06
2.454708915685027,-8.665557385441161e-06
2.511886431509577,-8.874008525656165e-06
2.57039578276886,-9.087754621877335e-06
2.630267991895378,-9.30694669791102e-06
2.691534803926912,-9.53174086151798e-06
2.754228703338163,-9.762298491167764e-06
2.81838293126445,-9.998786427757508e-06
2.884031503126602,-1.024137717110434e-05
2.951209226666381,-1.049024908094719e-05
3.019951720402012,-1.074558658216226e-05
3.090295432513586,-1.100758037381572e-05
3.162277660168374,-1.127642764163811e-05
3.235936569296277,-1.155233227341769e-05
3.311311214825905,-1.183550507674933e-05
3.38844156139202,-1.212616399850031e-05
3.46736850452531,-1.24245343452721e-05
3.548133892335748,-1.273084900406062e-05
3.630780547701007,-1.304534866223262e-05
3.715352290971718,-1.336828202584787e-05
3.801893963205605,-1.36999060352759e-05
3.890451449942799,-1.404048607696997e-05
3.981071705534965,-1.4390296190175e-05
4.073802778041119,-1.474961926727373e-05
4.168693834703346,-1.51187472463828e-05
4.265795188015918,-1.549798129476752e-05
4.365158322401651,-1.588763198156054e-05
4.466835921509622,-1.628801943823364e-05
4.570881896148741,-1.669947350522256e-05
4.677351412871972,-1.712233386311227e-05
4.786300923226373,-1.75569501467339e-05
4.897788193684452,-1.800368204059691e-05
5.011872336272712,-1.846289935408842e-05
5.128613839913638,-1.893498207492705e-05
5.248074602497715,-1.942032039948934e-05
5.370317963702516,-1.991931473868817e-05
5.495408738576233,-2.043237569829483e-05
5.623413251903478,-2.095992403272827e-05
5.754399373371556,-2.150239057160489e-05
5.888436553555876,-2.206021611851323e-05
6.025595860743564,-2.263385132186797e-05
6.165950018614807,-2.322375651790334e-05
6.309573444801917,-2.383040154630552e-05
6.456542290346539,-2.445426553928194e-05
6.606934480075944,-2.5095836685318e-05
6.760829753919801,-2.57556119692578e-05
6.918309709189348,-2.643409689078003e-05
7.079457843841362,-2.713180516379595e-05
7.244359600749883,-2.784925839969564e-05
7.413102413009157,-2.858698577786484e-05
7.585775750291819,-2.934552370720533e-05
7.762471166286898,-3.012541548291458e-05
7.943282347242794,-3.092721094300292e-05
8.128305161640972,-3.175146612944442e-05
8.317637711026689,-3.259874295901483e-05
8.511380382023743,-3.346960890920156e-05
8.709635899560784,-3.436463672452372e-05
8.912509381337431,-3.528440414886453e-05
9.120108393559072,-3.622949368919593e-05
9.332543007969884,-3.720049241608845e-05
9.549925860214332,-3.819799180622788e-05
9.772372209558078,-3.922258763175432e-05
9.99999999999997,-4.027487990100988e-05
10.23292992280751,-4.135547285484129e-05
10.47128548050896,-4.246497502195559e-05
10.71519305237603,-4.360399933645795e-05
10.96478196143182,-4.477316331994391e-05
11.2201845430196,-4.597308932985492e-05
11.48153621496879,-4.720440487519928e-05
11.74897554939526,-4.846774299993645e-05
12.02264434617409,-4.976374273363824e-05
12.30268770812378,-5.109304960835794e-05
12.58925411794163,-5.245631623994943e-05
12.8824955169313,-5.385420297136291e-05
13.18256738556403,-5.528737857500677e-05
13.48962882591649,-5.675652101053897e-05
13.8038426460288,-5.82623182341745e-05
14.12537544622749,-5.98054690550243e-05
14.45439770745922,-6.138668403383881e-05
14.79108388168202,-6.300668641917372e-05
15.13561248436203,-6.466621311591665e-05
15.48816618912476,-6.636601568106462e-05
15.84893192461108,-6.810686134162261e-05
16.21810097358924,-6.988953402963103e-05
16.59586907437554,-7.171483542948473e-05
16.98243652461738,-7.358358603296146e-05
17.37800828749369,-7.549662619761837e-05
17.78279410038916,-7.745481720465427e-05
18.19700858609976,-7.945904231257746e-05
18.6208713666286,-8.151020780357691e-05
19.0546071796324,-8.360924401979015e-05
19.49844599758038,-8.57571063871578e-05
19.95262314968872,-8.795477642507018e-05
20.41737944669521,-9.020326274028442e-05
20.89296130854031,-9.250360200415402e-05
21.37962089502224,-9.485685991260004e-05
21.87761623949544,-9.726413212859547e-05
22.38721138568331,-9.972654520733605e-05
22.90867652767764,-0.0001022452575045945
23.44228815319913,-0.0001048214600690774
23.98832919019481,-0.0001074563775198352
24.5470891568502,-0.0001101512689100547
25.1188643150957,-0.0001129074285787248
25.70395782768853,-0.0001157261869919074
26.30267991895371,-0.0001186089115753812
26.91534803926904,-0.0001215570075406806
27.54228703338154,-0.0001245719187064306
28.18382931264442,-0.0001276551283172126
28.84031503126593,-0.0001308081598619177
29.51209226666373,-0.0001340325778938195
30.19951720402003,-0.0001373299888544624
30.90295432513577,-0.0001407020419034214
31.62277660168365,-0.0001441504297560577
32.35936569296268,-0.0001476768895312513
33.11311214825896,-0.0001512832036110739
33.8844156139201,-0.0001549712005143138
34.67368504525301,-0.0001587427557856844
35.48133892335738,-0.0001625997929024523
36.30780547700997,-0.0001665442842002039
37.15352290971708,-0.0001705782518193346
38.01893963205595,-0.0001747037686738323
38.90451449942788,-0.000178922959443777
39.81071705534954,-0.0001832380015929912
40.73802778041109,-0.0001876511264131616
41.68693834703335,-0.0001921646200956769
42.65795188015907,-0.0001967808248316179
43.65158322401639,-0.000201502139945836
44.6683592150961,-0.0002063310230542495
45.70881896148729,-0.0002112699912613312
46.7735141287196,-0.0002163216223869023
47.86300923226361,-0.0002214885562279636
48.97788193684438,-0.0002267734958556921
50.11872336272698,-0.0002321792089485559
51.28613839913623,-0.0002377085291624387
52.480746024977,-0.0002433643575386218
53.70317963702501,-0.0002491496639505192
54.95408738576219,-0.0002550674885899964
56.23413251903463,-0.0002611209434941497
57.54399373371541,-0.0002673132141133486
58.88436553555861,-0.0002736475609214037
60.25595860743547,-0.0002801273210687308
61.65950018614791,-0.000286755910079305
63.09573444801901,-0.0002935368235923306
64.56542290346522,-0.0003004736391494646
66.06934480075925,-0.0003075700180284709
67.60829753919782,-0.0003148297071242491
69.18309709189329,-0.000322256540878114
70.79457843841342,-0.0003298544432563007
72.44359600749863,-0.0003376274297786349
74.13102413009136,-0.0003455796095983653
75.85775750291798,-0.0003537151876341733
77.62471166286876,-0.0003620384667553761
79.43282347242773,-0.0003705538500214223
81.28305161640949,-0.0003792658429767257
83.17637711026666,-0.0003881790560020035
85.11380382023719,-0.0003972982067232604
87.0963589956076,-0.0004066281224779333
89.12509381337408,-0.0004161737428492683
91.20108393559049,-0.0004259401222457337
93.32543007969861,-0.0004359324325591914
95.49925860214309,-0.0004461559658789314
97.72372209558054,-0.0004566161372725571
99.99999999999946,-0.0004673184876335591
102.3292992280749,-0.0004782686865969594
104.7128548050894,-0.000489472535524539
107.15193052376,-0.000500935970561153
109.6478196143179,-0.000512665065763669
112.2018454301957,-0.0005246660363041458
114.8153621496876,-0.0005369452417467233
117.4897554939523,-0.0005495091894128003
120.2264434617406,-0.0005623645378041021
123.0268770812374,-0.0005755181001280783
125.892541179416,-0.0005889768478955614
128.8249551693126,-0.0006027479146052502
131.8256738556399,-0.0006168385995148225
134.8962882591645,-0.0006312563715006244
138.0384264602876,-0.0006460088730053539
141.2537544622746,-0.0006611039240913047
144.5439770745919,-0.0006765495265626466
147.9108388168198,-0.0006923538682102038
151.3561248436199,-0.0007085253271426285
154.8816618912472,-0.0007250724762214826
158.4893192461104,-0.0007420040875970665
162.181009735892,-0.0007593291373651501
165.9586907437551,-0.0007770568103027269
169.8243652461734,-0.000795196504744163
173.7800828749365,-0.0008137578375530348
177.8279410038912,-0.0008327506492293328
181.9700858609972,-0.0008521850091031843
186.2087136662855,-0.0008720712206823992
190.5460717963235,-0.0008924198271048451
194.9844599758032,-0.0009132416167391442
199.5262314968867,-0.000934547628880137
204.1737944669516,-0.0009563491596091088
208.9296130854026,-0.0009786577677918888
213.7962089502218,-0.001001485281181955
218.7761623949538,-0.001024843802700023
223.8721138568325,-0.001048745716861322
229.0867652767758,-0.001073203696315371
234.4228815319906,-0.001098230708574791
239.8832919019474,-0.001123840022902362
245.4708915685014,-0.001150045217313951
251.1886431509563,-0.001176860185811678
257.0395782768846,-0.001204299145712571
263.0267991895364,-0.001232376645222588
269.1534803926897,-0.001261107571110648
275.4228703338148,-0.001290507156634375
281.8382931264435,-0.0013205909896016
288.4031503126586,-0.001351375020617828
295.1209226666365,-0.001382875571573786
301.9951720401995,-0.001415109344283349
309.0295432513569,-0.001448093429320719
316.2277660168357,-0.001481845315114849
323.593656929626,-0.001516382897198901
331.1311214825888,-0.001551724487703474
338.8441561392002,-0.001587888825071577
346.7368504525292,-0.001624895083968007
354.8133892335729,-0.001662762885483151
363.0780547700987,-0.00170151230751072
371.5352290971698,-0.001741163895392015
380.1893963205584,-0.001781738672836582
389.0451449942777,-0.001823258153027387
398.1071705534943,-0.001865744350054379
407.3802778041097,-0.001909219790579413
416.8693834703323,-0.001953707525771974
426.5795188015895,-0.00199923114356199
436.5158322401627,-0.002045814781091459
446.6835921509598,-0.002093483137575393
457.0881896148716,-0.002142261487332469
467.7351412871947,-0.00219217569324315
478.6300923226348,-0.002243252220429269
489.7788193684425,-0.00229551815029415
501.1872336272685,-0.002349001194881299
512.861383991361,-0.002403729711567484
524.8074602497686,-0.002459732718098
537.0317963702487,-0.002517039907972072
549.5408738576203,-0.002575681666176247
562.3413251903447,-0.002635689085335824
575.4399373371524,-0.002697093982128362
588.8436553555844,-0.002759928914236766
602.559586074353,-0.002824227197526124
616.5950018614773,-0.002890022923784047
630.9573444801882,-0.002957350978752975
645.6542290346504,-0.003026247060625632
660.6934480075907,-0.003096747699020827
676.0829753919763,-0.003168890274267196
691.8309709189309,-0.003242713037307858
707.9457843841321,-0.003318255129932703
724.4359600749841,-0.003395556605543935
741.3102413009113,-0.003474658450392835
758.5775750291774,-0.003555602605296905
776.2471166286851,-0.003638431987919478
794.3282347242747,-0.003723190515483704
812.8305161640923,-0.003809923128071617
831.7637711026639,-0.003898675812451878
851.1380382023692,-0.003989495626446563
870.9635899560732,-0.004082430723929002
891.2509381337379,-0.004177530380309057
912.0108393559019,-0.004274845018657682
933.254300796983,-0.004374426236492483
954.9925860214277,-0.004476326833085516
977.2372209558022,-0.004580600837456127
999.9999999999912,-0.00468730353707207
1023.292992280745,-0.004796491507110183
1047.12854805089,-0.004908222640451147
1071.519305237597,-0.005022556178433136
1096.478196143175,-0.005139552742184488
1122.018454301953,-0.00525927436482438
1148.153621496872,-0.005381784524399039
1174.897554939519,-0.005507148177325414
1202.264434617402,-0.005635431793107912
1230.26877081237,-0.005766703389342428
1258.925411794156,-0.005901032568098089
1288.249551693122,-0.006038490552361465
1318.256738556395,-0.006179150224190743
1348.962882591641,-0.006323086163197971
1380.384264602872,-0.006470374686141199
1412.537544622741,-0.006621093887311979
1445.439770745914,-0.006775323680044555
1479.108388168193,-0.006933145838954171
1513.561248436194,-0.007094644043484553
1548.816618912467,-0.007259903922085023
1584.893192461099,-0.007429013097721092
1621.810097358915,-0.007602061234306109
1659.586907437545,-0.007779140084242211
1698.243652461728,-0.007960343537068639
1737.800828749359,-0.008145767669243156
1778.279410038906,-0.008335510795083021
1819.700858609966,-0.008529673518892484
1862.087136662849,-0.008728358788269525
1905.460717963228,-0.008931671948829056
1949.844599758026,-0.009139720799777797
1995.26231496886,-0.009352615651462188
2041.737944669509,-0.009570469383459955
2089.296130854019,-0.009793397504683349
2137.962089502211,-0.01002151821459202
2187.761623949531,-0.01025495246570409
2238.721138568317,-0.01049382402804906
2290.86765276775,-0.01073825955434279
2344.228815319898,-0.01098838864755151
2398.832919019466,-0.01124434392940329
2454.708915685005,-0.01150626111079302
2511.886431509554,-0.01177427906346018
2570.395782768837,-0.01204853989426933
2630.267991895354,-0.01232918901976628
2691.534803926887,-0.01261637524379138
2754.228703338138,-0.01291025083629043
2818.382931264424,-0.01321097161389728
2884.031503126575,-0.01351869702270018
2951.209226666354,-0.0138335902227327
3019.951720401984,-0.01415581817442628
3090.295432513557,-0.0144855517273024
3162.277660168345,-0.01482296571039387
3235.936569296248,-0.01516823902487393
3311.311214825875,-0.01552155473927094
3388.441561391989,-0.01588310018611607
3467.368504525279,-0.01625306706144315
3548.133892335716,-0.01663165152656106
3630.780547700973,-0.01701905431180311
3715.352290971684,-0.01741548082315048
3801.89396320557,-0.01782114125107701
3890.451449942763,-0.01823625068199474
3981.071705534928,-0.01866102921222023
4073.802778041082,-0.01909570206481653
4168.693834703307,-0.01954049970893914
4265.795188015879,-0.01999565798195307
4365.15832240161,-0.02046141821463115
4466.835921509581,-0.02093802735903533
4570.881896148699,-0.02142573811945337
4677.351412871929,-0.02192480908629732
4786.300923226329,-0.02243550487338052
4897.788193684407,-0.02295809625804452
5011.872336272666,-0.02349286032490565
5128.61383991359,-0.02404008061258566
5248.074602497666,-0.02460004726433144
5370.317963702466,-0.02517305718136948
5495.408738576182,-0.02575941418091077
5623.413251903426,-0.02635942915674403
5754.399373371502,-0.02697342024405034
5888.436553555821,-0.02760171298905157
6025.595860743507,-0.02824464052012084
6165.950018614749,-0.02890254372524717
6309.573444801857,-0.02957577143302588
6456.542290346478,-0.03026468059704393
6606.934480075881,-0.03096963648548429
6760.829753919737,-0.0316910128745535
6918.309709189281,-0.03242919224651603
7079.457843841294,-0.03318456599365496
7244.359600749813,-0.03395753462344728
7413.102413009085,-0.03474850797380828
7585.775750291745,-0.03555790542814035
7762.471166286822,-0.03638615613832504
7943.282347242717,-0.03723369925298964
8128.305161640892,-0.0381009841494967
8317.637711026608,-0.03898847067232745
8511.380382023659,-0.03989662937687442
8709.635899560699,-0.04082594178005693
8912.509381337344,-0.04177690061355766
9120.108393558983,-0.04275001008665019
9332.543007969793,-0.04374578615306226
9549.925860214238,-0.04476475678435504
9772.372209557981,-0.04580746225038339
9999.999999999871,-0.04687445540466077
10232.92992280741,-0.04796630197874086
10471.28548050886,-0.04908358088203448
10715.19305237592,-0.05022688450697963
10964.78196143171,-0.05139681904584809
11220.18454301949,-0.05259400480977901
11481.53621496868,-0.05381907655926978
11748.97554939514,-0.05507268383991167
12022.64434617397,-0.05635549132632529
12302.68770812365,-0.05766817917668575
12589.25411794151,-0.05901144339037557
12882.49551693117,-0.06038599617911837
13182.5673855639,-0.0617925663434545
13489.62882591636,-0.06323189966009807
13803.84264602866,-0.06470475927661563
14125.37544622735,-0.06621192611653598
14454.39770745908,-0.06775419929151147
14791.08388168187,-0.06933239652897244
15135.61248436188,-0.07094735460168716
15488.1661891246,-0.07259992977353599
15848.93192461092,-0.07429099825235604
16218.10097358908,-0.07602145665502483
16595.86907437538,-0.0777922224831322
16982.43652461721,-0.07960423460944657
17378.00828749351,-0.08145845377408052
17782.79410038898,-0.0833558630956978
18197.00858609958,-0.085297468592459
18620.87136662842,-0.08728429971471376
19054.60717963221,-0.08931740989001791
19498.44599758018,-0.09139787708368921
19952.62314968852,-0.09352680436854356
20417.37944669501,-0.09570532051113904
20892.9613085401,-0.09793458056718568
21379.62089502202,-0.1002157664994519
21877.61623949522,-0.1025500877972646
22387.21138568308,-0.1049387821241966
22908.6765276774,-0.10738311596898
23442.28815319889,-0.1098843853205815
23988.32919019456,-0.1124439163540365
24547.08915684995,-0.1150630661321025
25118.86431509544,-0.1177432233263933
25703.95782768826,-0.1204858089526187
26302.67991895344,-0.1232922771243172
26915.34803926876,-0.1261641158232437
27542.28703338126,-0.1291028476893907
28183.82931264412,-0.1321100308249174
28840.31503126564,-0.1351872596238658
29512.09226666342,-0.1383361656131302
30199.51720401971,-0.141558418322646
30902.95432513544,-0.1448557261654526
31622.77660168332,-0.1482298373460429
32359.36569296234,-0.1516825407837403
33113.11214825861,-0.1552156670654297
33884.41561391974,-0.1588310894108267
34673.68504525264,-0.1625307246702843
35481.33892335701,-0.1663165343373396
36307.80547700958,-0.1701905255868891
37153.52290971669,-0.1741547523454842
38018.93963205554,-0.1782113163709734
38904.51449942747,-0.1823623683723767
39810.71705534912,-0.1866101091468315
40738.02778041065,-0.1909567907495487
41686.9383470329,-0.1954047176827106
42657.95188015862,-0.1999562481168007
43651.58322401593,-0.2046137951409952
44668.35921509562,-0.2093798280480008
45708.8189614868,-0.214256873630831
46773.51412871909,-0.2192475175275753
47863.00923226309,-0.2243544055945974
48977.88193684386,-0.2295802452984769
50118.72336272644,-0.2349278071646937
51286.13839913568,-0.2403999262307616
52480.74602497643,-0.2459995035509881
53703.17963702443,-0.2517295077480901
54954.08738576159,-0.2575929765577275
56234.13251903402,-0.2635930184656895
57543.99373371479,-0.2697328143353286
58884.36553555797,-0.2760156190981742
60255.95860743483,-0.2824447634827445
61659.50018614724,-0.2890236557648642
63095.73444801832,-0.2957557835856373
64565.42290346453,-0.3026447157914306
66069.34480075855,-0.3096941043244641
67608.2975391971,-0.3169076861585603
69183.09709189254,-0.3242892852653335
70794.57843841266,-0.3318428146560319
72443.59600749785,-0.3395722784387147
74131.02413009056,-0.3474817739411624
75857.75750291716,-0.3555754938895811
77624.71166286792,-0.3638577286011651
79432.82347242687,-0.3723328682783216
81283.05161640861,-0.3810054053226014
83176.37711026576,-0.3898799367109668
85113.80382023628,-0.398961166423732
87096.35899560666,-0.4082539079332744
89125.09381337311,-0.4177630867448907
91201.0839355895,-0.4274937430210622
93325.43007969759,-0.4374510342120997
95499.25860214204,-0.4476402378205535
97723.72209557948,-0.4580667541456307
99999.99999999837,-0.4687361091803681
102329.2992280737,-0.4796539574977031
104712.8548050882,-0.4908260852486302
107151.9305237589,-0.5022584132308093
109647.8196143167,-0.5139569999927429
112201.8454301945,-0.5259280450385495
114815.3621496864,-0.5381778921053807
117489.755493951,-0.5507130325029955
120226.4434617393,-0.5635401085533863
123026.8770812361,-0.5766659170672548
125892.5411794146,-0.5900974129555644
128824.9551693113,-0.6038417128646458
131825.6738556385,-0.6179060989499937
134896.2882591631,-0.6322980227206741
138038.4264602862,-0.6470251089362776
141253.7544622731,-0.6620951596175233
144543.9770745904,-0.6775161582014714
147910.8388168183,-0.6932962736744861
151356.1248436183,-0.7094438649182453
154881.6618912456,-0.7259674850914292
158489.3192461087,-0.7428758860961836
162181.0097358903,-0.7601780232228253
165958.6907437533,-0.7778830598236778
169824.3652461716,-0.7960003721110422
173780.0828749346,-0.8145395540909486
177827.9410038893,-0.8335104226106017
181970.0858609953,-0.8529230224460486
186208.7136662836,-0.8727876316371335
190546.0717963215,-0.8931147668038112
194984.4599758012,-0.9139151886725854
199526.2314968846,-0.9351999076860246
204173.7944669495,-0.9569801898219098
208929.6130854004,-0.979267562340993
213796.2089502196,-1.002073819920626
218776.1623949515,-1.025411030750284
223872.1138568301,-1.04929154282508
